paragraph_num,text,care.virtue,care.vice,fairness.virtue,fairness.vice,loyalty.virtue,loyalty.vice,authority.virtue,authority.vice,sanctity.virtue,sanctity.vice,dominant_moral_lexicon,dominant_score_lexicon
11,"ಸ್ತ್ರೀ ನೀತಿ ಕಥೆಗಳು ೧೧
ಸಂತೈಸಿದಳು. ಮೇಲೊಂದು ಅನನು ಹಣದ ಚಿಂತೆಯಿಂದ
ಊರಿನ ನದಿಯ ದಂಡೆಯ ಅಲೆದಾಡುತ್ತಿದ್ದನು. ಸೈನಿಕನೊಬ್ಬನು
ಹೆಣದ ಚೀಲವನ್ನು ದಡದಲ್ಲಿಟ್ಟು ಸ್ನಾನ ಮಾಡುತ್ತಿ ದ್ದೆ ನು. ಚಂದನು
ಗಂಟನ್ನು ಹಿಡಿದು ಓಡತೊಡಗಿದನು. ಆಗಲೂ ಅವನು ...",0.013333333333333334,0.0,0.0,0.006666666666666667,0.0,0.0,0.006666666666666667,0.0,0.0,0.0,care.virtue,2
12,"6೨ ಸ್ತ್ರೀ ನೀತಿ ಕಥೆಗಳು
ಹೊರಗೆ ಸಂಚರಿಸುತಿದ್ದಳು. ಮರದ ಕೆಳಗೆ ಮಲಗಿದ್ದ ಸುಂದರ
ನಾದ ಒಬ್ಬ ತರುಣನನ್ನು ಕಂಡು ನೋಹಪರವಶಳಾಗಿ ಮೂರ್ಛೆ ಹೋದಳು,
ದಾಸಿಯರು ; ಗಾಬರಿಯಿಂದ ಅವಳ ಸೇವೆ ಮಾಡತೊಡಗಿದರು. ಕೆಲನರು
ಅರಮನೆಗೂ ಓಡಿದರು. ಗದ್ದಲದಿಂದ ಮಲಗಿದ್ದ...",0.006289308176100629,0.006289308176100629,0.0,0.0,0.0,0.0,0.0,0.0,0.006289308176100629,0.0,care.virtue,1
13,"ಸ್ತ್ರೀ ನೀತಿ ಕಥೆಗಳು ೧ಿಕ
ಬ್ರಾಹ್ಮಣರು ಅದಕ್ಕೊಪ್ಪಿ ತಮ್ಮೊ ಂದಿಗೆ ಅವನನ್ನು ಕರೆದುಕೊಂಡು
ಹೋದರು. ಪ್ರ ದಿವಸಗಳಾದ ಹಿ ರಾ ಮರೇವನು' ಮಾತ್ರೆ
ಯನ್ನು ವಿಪ್ರಸುತನಿಗೆ ಕೊಟ್ಟನು. ಬಾಯೊಳಗೆ ತ
ಕೂಡಲೇ ಅವನು ಶೋಡಶ ವರುಷದ ಸುಂದರ ನಾರೀಮುಣಿಯಾದನು.
ಕಾ...",0.0,0.0,0.0,0.0,0.0,0.0,0.006329113924050633,0.0,0.0,0.006329113924050633,authority.virtue,1
14,"೧೪ ಸ್ತ್ರೀ ನೀತಿ ಕಥೆಗಳು
ನೀನಿದ್ದಲ್ಲೇ ತೋರಿಸುತ್ತೇನೆ” ಎಂದನು. ಕೂಡಲೇ ತನ್ನ
ಬಾಯೊಳಗೆ ಇಟ್ಟುಕೊಂಡಿದ್ದ ಮಾತ್ರೆಯನ್ನು ತೆಗೆದನು. ಅವನಿಗೆ
ವಿಪ್ರಸುತನ ರೂಪವೇ ಬಂದಿತು. ರಾಜಪುತ್ರಿಯು ಆನಂದಾತಿಶಯದಿಂದ
ಅವನನ್ನು ಅಪ್ಪಿಕೊಂಡಳು. ಇಬ್ಬರೂ ಗಾಂಧರ್...",0.0,0.0,0.0,0.0,0.0,0.0,0.006896551724137931,0.0,0.013793103448275862,0.0,sanctity.virtue,2
15,"ಸ್ತ್ರೀ ನೀತಿ ಕಥೆಗಳು ೧೫
ಉಪಾಯವಿಲ್ಲ. ಮದುವೆಗೆ ಸಮ್ಮತಿಸುತ್ತೇನೆ, ಆದರೆ, ಅದರ
ಮಂತ್ರಿಸುತನು ವರುಷದ ವರೆಗೆ ತೀರ್ಥ ಯಾತ್ರೆ
ಬರಬೇಕೆಂದು ಬಿನ್ನ ವಿಸುತ್ತೇನೆ'' ಎಂದಳು. ಅದರಂತೆ ಮಂತ್ರಿಸುತನು
ಮದುವೆಯಾಗಿ ಬ್ರಾಹ್ಮಣನ ಸೊಸೆಯನ್ನು ತನ್ನ ಮೊದಲಿನ...",0.0,0.0,0.0,0.0,0.0,0.0,0.006134969325153374,0.0,0.0,0.0,authority.virtue,1
16,"ದಿ೬ 7 ಸ್ತ್ರೀ ನೀತಿ ಕಥೆಗಳು
ಕಲ್ಲು ಹಾಕಿದೆ. ವೃದ್ಮಾಸ್ಯದಲ್ಲಿ ಚಿಂತೆಯನ್ನು ತಂದುಹಾಶಿದೆ.
ನಿನಗೆ ಶಾಸ ಕೊಡುವದೇಸರಿ, ಆಮೇಲೆ ನಿನ್ನ ಸಜೆಯಲ್ಲೇ ತಲೆ
ಒಡೆದುಕೊಂಡು ಪ್ರಾಣಿನೀಗುತ್ತೇನೆ. ನಿನಗೆ ಇಷ್ಟವಿಲ್ಲದಿದ್ದರೆ ನಿನ್ನ
ಮಗಳನ್ನು ಮಗನಿಗೆ ಮದು...",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012422360248447204,0.0,sanctity.virtue,2
17,"ಸ್ತ್ರೀ ನೀತಿಕಥೆಗಳು ೧೬
ಮಾಡುತ್ತ ಮಂಚದ ಬದಿಯಲ್ಲಿ ತಲೆ ತಗ್ಗಿಸುತ್ತ ಕುಳಿಕೆ. ಅಷ್ಟ
ರಲ್ಲಿ ಸುಶೀಲೆಯ ಪತಿಯು ಬಾಗಿಲಿನ ಬಳಿ ಥಿಂತು “ಈಗ ಹೊಟ್ಟಿ
ನೋವು ಹೇಗಿದೆ?'' ಕೇಳಿದನು. ಸುಶೀಲೆಯು “ಈಗ ಸ್ವಲ್ಪ
ಕಡಿಮೆಯಾಗಿದೆ, ಸ್ತ್ರೀಯ ಔಷಧವು ಪರಿಣಾಮಕಾರ...",0.0,0.006289308176100629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,care.vice,1
18,"೧೮ ಸ್ತ್ರೀ ನೀತಿ ಕಥೆಗಳು
ಮೋಹಿನೀ, ಸುಶೀಲೆಯು ಗೋಪಾಲದಾಸನ ಪತ್ನಿಯ
ಕಥೆಯನ್ನು ಕೇಳಲು ಅತುರಳಾದುದರಿಂದ ಹೇಳಲಾರಂಭಿಸಿದೆ.
೪, ಗೋಪಾಲದಾಸನ ಪತ್ನಿಯ ಕಥೆ
ಹೇಮಾವತಿ ಪಟ್ಟಿ ಣದಲ್ಲಿ ಗೋಪಾಲದಾಸನೆಂಬ ಒಬ್ಬ ಸಾವುಕಾರ
ನಿದ್ದನು. ಅವನು ಮುದುಕ. ಅವನ ಹೆಂಡ...",0.0,0.0,0.0,0.0,0.006134969325153374,0.0,0.0,0.0,0.0,0.0,loyalty.virtue,1
19,"ಸ್ತ್ರೀ ನೀತಿ ಕಥೆಗಳು ೧೯
ಅವಳನ್ನು ಸಾಕಿ ಸಲಹುಪುದೂ ಕಠಿನ. ಅವಳು ಚಿನ್ನಾಭರಣಗಳನ್ನು
ತಂದಿರುವುದರಿಂದ ಅವಳ ಗೆಂಡನು ಹುದುಕಿಸದೇ ಇರಲಾರ. ಪತ್ತೆ
ಯಾದಕೆ ಕೊಲ್ಲದೇ ಬಿಡಲಿಕೈಲ್ಲ. ಆದುದರಿಂದ ಅವಳ
ಪಾಲಿಗೆ ಅವಳನ್ನು ಬಿಟ್ಟು ದಾರಿ ಹಿಡಿಯುವುದೇ ಲೇಸು...",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
20,"ತಿಂ ಶ್ರೀ ನೀತಿ: ಕಥೆಗಳು
ದಾಸನ ಪತ್ನಿಯಂತೆ ನೀನೂ ಹಿಂದೆ ಓಡಿ ಬರಬೇಡ. ಅವಳ ಗತಿಯೇ
ನಿನಗೂ ಒದಗೀತು.?
ಸುಶೀಲೆಯು ಮಾತನ್ನು ಆಲಿಸಲಿಲ್ಲ, ದುಗುಡದಿಂದ ಅಲ್ಲಿಂದ
ಎದ್ದು ಹೋದಳು. ರಾತ್ರಿ ಪ್ರೀ ವೇಷ ಧರಿಸಿ ಅವಳ
ಮನೆಗೆ ತೆರಳಿದೆ. ಅಂದು ಅವಳು ವಿಶೇಷ ...",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
21,"ಸ್ರೀ ನೀತಿ ಕಥೆಗಳು 3.
ಹೇಳು'' ಕೇಳಿದೆ. “ಆಗಲಿ'' ಎಂದವಳು ಉತ್ತರವಿತ್ತಳು.
ಮೋಹಿನೀ ಅವಳು ರಾತ್ರಿ ತನಗೆ ತೃಪ್ತಿಯಾಗುವ ವರೆಗೆ ಕಾಮಕ್ರೀಡೆಗಳಲ್ಲಿ
ಆಸಕ್ತಳಾದಳು. ತರುಣಿಯ ಕಥೆಯನ್ನು
ಹೇಳಿದಳು.
೫. ಸರದಾರನ ಹೆಂಡತಿಯ ಕಥೆ
ಪೈ ಶಣವೆಂಬ ನಗರದಲ್ಲಿ ...",0.0070921985815602835,0.0,0.0,0.0,0.0,0.0,0.0070921985815602835,0.0,0.0,0.0,care.virtue,1
22,"೨೨ ಸ್ತ್ರೀ ನೀತಿ ಕಥೆಗಳು
ಕೊಲ್ಲಿಸಿ ಬಿಡಬೇಕೆಂದು ಅವಳು ಯೋಚಿಸಿದೆಳು. ಕೊಲ್ಲಲು
ತರುಣನಿಗೆ ತಿಳಿಸಿದಳು. ಅನನು ಕೂಡಾ ಹಿಂದುಮುಂದು ನೋಡದೆ
ಹುಡುಗನ ಕುತ್ತಿಗೆ ಹಿಚುಕಲೆತ್ತಿ ಸಿದನು, “ತಂದೆಯ ಹೇಳುವು
ದಿಲ್ಲ. ಕೊಲ್ಲಬೇಡ” ಮಗುವು ಪರಿಪರಿಯಾಗಿ ಬೇಡ...",0.0,0.0,0.0,0.0,0.006666666666666667,0.0,0.0,0.0,0.0,0.0,loyalty.virtue,1
23,"೨ ಸ್ತ್ರೀ ನೀತೆ ಕಥೆಗಳು ಷಿ
ಸತಿಯನ್ನು ಕೊಲ್ಲದೆ ಅನ್ಯಥಾ ಗತಿಯಿಲ್ಲ ಎಂದವಳು ಯೋಚಿಸಿದಳು,
ಅನ್ನದೊಂದಿಗೆ ವಿಷವನ್ನು ಬೆರಸಿದಳು. ಊಟ ಕೂಡಲೇ
ಸರದಾರನಿಗೆ ಸಂಕಟಿನಾಯಿತು. “ನೀರು, ನೀರು” ಕೂಗಿದನು.
ಅವಳು “ಮನೆಯಲ್ಲಿ ನೀರಿಲ್ಲ. ನದಿಗೆ ತೆರಳಿ ತರುತ...",0.006211180124223602,0.0,0.0,0.006211180124223602,0.0,0.0,0.0,0.0,0.0,0.0,care.virtue,1
24,"೨೪ ಸ್ತ್ರೀ ನೀತಿ ಕಥೆಗಳು
ತರುಣನೂ ಬಂದಿದ್ದ. ಅ ್ಗ ನೇತ್ರ ಸಂಕೇತದಿಂದ ಅನಳು ಹತ್ತಿರ
ಕರೆದಳು, ಅವನು ನ. ಸ ಕೂಡಲೇ ಅವಳು ಅವನನ್ನು
ಆಲಿಂಗಿಸಿ ಮುದ್ದಾ ಡಿದಳು. “ನಿನ್ನ ಪ್ರೇಮಕ್ಕಾಗಿ ಐದು ಜನರು
ಬಲಿಯಾಗಬೇಕಾಗಿದೆ'` ಅವನನ್ನೂ ಚಿತೆಗೆ ನೂಕಿದಳು.
...",0.007042253521126761,0.0,0.0,0.0,0.02112676056338028,0.0,0.007042253521126761,0.0,0.0,0.0,loyalty.virtue,3
25,"ಸ್ತ್ರೀ ನೀತಿ ಕಥೆಗಳು ೨೫
ರೀತಿಯಿಂದಲೂ ಮಗನ ಮನೋನಿರ್ಧಾರನನ್ನು ಬದಲಿಸಲು
ಆಗಲೇ ಇಲ್ಲ. ಇದನ್ನರಿತ ರಾಜನು ಮಗನ ದೇಶಸಂಚಾರಕ್ಕೆ ಒನ್ಪಿಗೆ
ಯನ್ನು ಕೊಟ್ಟು, ತನ್ನ ಸಂಗಡ ಅಪಾರ ದ್ರವ್ಯವನ್ನು ಸೈನಿಕರನ್ನು ಒಯ್ಯು
ವುದು ಚಿತವೆಂದನು. ಸೈನ್ಯವನ್ನು ಕರೆ...",0.0,0.0,0.0,0.0,0.0,0.0,0.006535947712418301,0.0,0.0,0.013071895424836602,sanctity.vice,2
26,"೨೬ ಸ್ತ್ರೀ ನೀತಿ ಕಥೆಗಳು
ರತ್ನಗಳೆರಡು ಅವಳ ಕಣ್ಣಿಗೆ ಬಿದ್ದಿ ರಲಿಲ್ಲ.
ಉಗ್ರಸೇನನು ಮಲಗಿದ್ದಾಗ ವೇತ್ಯೆಯು ಅವನ ಕಾಲುಗಳನ್ನು ಒತ್ತುತ್ತ
ಕುಳಿತಿದ್ದಳು. ಮೆಲ್ಲಗೆ ಅವಳು ಕೈಗಳನ್ನು ತೊಡೆಯ ವರೆಗೂ ನೀಡಿದಳು.
ಅವಳ ಕೈಗೆ ಬಿರು ನಾದ ಸ್ಟಳವೊಂದು ಸ್ಪ...",0.0,0.0,0.0,0.0,0.0,0.0,0.00625,0.0,0.0,0.0,authority.virtue,1
27,"ಸ್ತ್ರೀ ನೀತಿ ಕಥೆಗಳು ತಿಕ
ಮಗಳನ್ನು ಕರೆದುಕೊಂಡು ರಾಜನಿದ್ದ ಲ್ಲಿಗೆ ಬಂದನು. “ರಾಜಾ, ""ನನ್ನ
ಅಳಿಯನು ನಿನ್ನಲ್ಲಿದ್ದಾನೆ. ಪ್ರೀತಿಯ ಪತ್ನಿಯನ್ನು ಆಗಲಿ ಬಂದಿದ್ದಾನೆ.
ಅವಳು ಪ್ರಾಣವನ್ನೇ ನೀಗುವುದಾಗಿ ಹೇಳಿರುವಳು. ಆದುದರಿಂದ ಇಬ್ಬ
ರನ್ನೂ ಕೂಡಿ...",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
28,"೨೮ ಸ್ತ್ರೀ ನೀತಿ ಕಥೆಗಳು
ಉಗ್ರಸೇನನ ಕೈಕಾಲುಗಳನ್ನು ಹಗ್ಗದಿಂದ ಬಿಗಿಸಿದಳು. ತಂದೆಯ ಕಡೆ
ಹೊರಳಿ: “ಅಪ್ಪಾ, ನೀನೀಗ ಕುದುರೆಗಳನ್ನು ತೆಗೆದುಕೊಂಡು ಬಾ.
ಇವನನ್ನು ಕೊಂದು, ಇವನ ರತ್ನಗಳನ್ನು ಆಪಹರಿಸಿ ಬೆಳಗಾಗುವದ
ಕೊಳಗೆ ನಗರವನ್ನು ತ್ಯಜಿಸಿ ಹೊಗೋಣ...",0.02097902097902098,0.0,0.0,0.0,0.0,0.0,0.006993006993006993,0.0,0.006993006993006993,0.0,care.virtue,3
29,"ಸ್ತ್ರೀ ನೀತಿ ಕಥೆಗಳು ೨೯
ದಾಗಲಿಲ್ಲ. ಆದುದರಿಂದ ಮದುವೆಯಾದನು.
ಅವನ ಹೆಂಡತಿ ಲಾವಣ್ಯವತಿ. ಅವಳನ್ನು ಕಂಡರೆ ಯಾರಾದರೂ
ಇನ್ನಿತರರು ಮೋಹಿಸಿಯಾರು ರಮಾನಾಥನ ಸಂಶಯ. ಅಲ್ಲದೆ
ಪ್ರೀ ಬುದ್ಧಿ ಚಂಚಲವಾಗಿರುವುದರಿಂದ ಅವಳೂ ಇಷ್ಟಬಂದಂತೆ ವರ್ತಿಸ
ಬಹುದೆಂದು...",0.0,0.0,0.0,0.0,0.006622516556291391,0.0,0.0,0.0,0.0,0.0,loyalty.virtue,1
30,"ಇಂ ಸ್ತ್ರೀ ನೀತಿ ಕಥೆಗಳು
ಉಚಿತವಲ್ಲ, ಅಲ್ಲದೆ ಮಹಾಪಾಪ” ಪರಿಪರಿಯಾಗಿ ಬೋಧಿಸಿ
ದನು. ಆದರೂ ಅವಳ ಮನಸ್ಸು ಬದಲಾಗಲಿಲ್ಲ. ಹೀಗಿರುತ್ತಿರಲು
ಅವಳ ಪತಿ ವಿದೇಶದಿಂದ ಮರಳಿದನು. ವಿಶೇಷ ಜೇಹಾಯಾಸನಾಗಿದು
ದರಿಂದ ಮಲಗಿದ ಕೂಡಲೇ ಅವನಿಗೆ ಗಾಡವಾದ ನಿಜ್ಲಿ ಬಂ...",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
31,"ಸ್ತ್ರೀ ನೀತಿ ಕಥೆಗಳ ತ
ನೀನು ಕೊಲ್ಲಬೇಡ, ಕೊಂದರೆ ಅಲ್ಲಿಗೇ
ಮುಗಿಯಲಿಲ್ಲ. ಪರಮಾತ್ಮನು ಮತ್ತೊಬ್ಬರಿಂದ ನಿನ್ನನ್ನು ಕೊಲ್ಲಿಸಡೇ
ಬಿಡಲಾರನು. ಆದುದರಿಂದ ದುಷ್ಕರ್ಮಕ್ಕೆ ಎಳಸಬೇಡ. ಮಾನವ ಜನ್ಮ
ಎಲ್ಲಕ್ಕಿಂತಲೂ ದೊಡ್ಡದು. ನಿನಗೆ ಬೇಕಾದ ವಸ್ತ್ರ ಒಡವೆ...",0.0,0.0,0.0,0.0,0.014388489208633094,0.0,0.014388489208633094,0.0,0.0,0.014388489208633094,loyalty.virtue,2
32,"೩೨ ಸ್ತ್ರೀ ನೀತಿ ಕಥೆಗಳು
ಅನೇಕ ಸ್ತ್ರೀಯರಿಗೆ ಪುತ್ರ ಸಂತಾನವಾಗಿದೆ'' ಹೇಳಿದಳು. ೧
ಮಾತಿಗೆ ಧರ್ಮಧಾಸನು ಒಪ್ಪಿದನು.
ಕೂಡಲೇ ಅನನ ಹೆಂಡತಿಯು ತನ್ನ ಪ್ರಿಯತಮನ ಮನೆಗೆ
ಹೋಗಿ “ನಾವು ಇಷ್ಟರಲ್ಲೇ ದೇವೀ ದರ್ಶನಕ್ಕೆ ಹೊರಡುತ್ತೇವೆ.
ಕಾಡು ದಾರಿ. ಬು ನ...",0.0,0.005988023952095809,0.0,0.0,0.0,0.0,0.0,0.0,0.005988023952095809,0.0,care.vice,1
33,"ಸ್ತ್ರೀ ನೀತಿ ಕಥೆಗಳು ತಿಕ
ಪತಿಯ ಸುದ್ದಿ ಕೇಳಿದಾಗ ಕೊಡಲೂ ಅವಳಿಂದಾಗ ಆಗಲಿಲ್ಲ.
ಅವನು ರೇಗಿ ಇಬ್ಬರನ್ನೂ ಮರಕ್ಕೆ ಕಟ್ಟ ಹೊಡೆಯಲಾರಂಭಿಸಿದನು'
ನೋವನ್ನು ಸಹಿಸಲಾರದೆ ಇಬ್ಬರೂ ಇದ್ದ ಸಂಗತಿಯನ್ನು ಬಿಚ್ಚಿದರು,
ಕಥೆ ಕೇಳಿ ಅವನು ಇನ್ನಷ್ಟು ರೇಗಿ ಅವರ...",0.006802721088435374,0.0,0.0,0.0,0.0,0.0,0.006802721088435374,0.0,0.0,0.0,care.virtue,1
